item_number,item_description,product_description,order_quantity,qty_per_carton,cbm_per_carton,fob_unit_price_usd,estimated_landed_price_usd,freight_factor_applied,NOTE_ronix_pricing,vendor,vendor_brand,country,price_type,source_file
2707V,"Rotary Hammer 36
mm","Power: 1500 w
Frequency: 50 HZ
Max. Drilling Diameter: 36 mm
No-Load Speed: 650 r/min
Voltage : 110 V
Impact rate: 3530 BPM
Impact joules : 9.0 J
Input Power: 1500 w
Weight: 5.1 KG",0,2,0.0556,52.82,68.666,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2510V,"2 Speed Electric
Screwdriver
10mm","Power : 230 W
No Load Speed : 0-480 rpm 0-1800 rpm
Collet Diameter 10mm
Weight 1.6 Kg
Voltage 110-130V",0,10,0.0565,15.43,20.059,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2725V,"Rotary Hammer
26 mm","110V
Power : 850 W
Max. Drilling Diameter : 26 mm
No-Load Speed : 1200 r/min
impact joules : 3.5 J
Weight : 3 KG",0,4,0.0772,28.35,36.855,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2701v,"Rotary hammer
26 mm","Voltage 110V
Frequency 50-60Hz
Impact energy 3J
Weight 2.6Kg
Power 800W
No load speed 0-1100RPM",0,5,0.1053,25.95,33.735,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2702v,"Rotary Hammer
28 mm","Voltage 110V
Frequency 50-60Hz
Impact energy 5J
Weight 4.8Kg
Power 1100W
Impact Rate 4200BPM",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2703v,"Rotary Hammer
32 mm","Voltage 110V
Frequency 50-60Hz
Impact energy 6J
Weight 5.2Kg
Power 1500W
Impact Rate 4250BPM",0,#N/A,#N/A,51.87,67.431,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2724v,"Rotary hammer
24 mm","Voltage 110V
Frequency 50-60Hz
Impact energy 2.2J
Weight 2.5Kg
Power 600W
No load speed 0-1700RPM",0,5,0.0755,29.03,37.739,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2816Lv,Demolition hammer,"Voltage 110V
Frequency 50-60Hz
Impact energy 46J
Weight 16Kg
Power 1600W
Impact Rate 1900BPM",0,1,0.0739,119.48,155.324,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2820v,Demolition hammer,"Voltage 110V
Frequency 50-60Hz
Impact energy 15J
Weight 6.4Kg
Power 1100W
Impact Rate 3900BPM",0,2,0.05,53.45,69.485,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2821v,Demolition hammer,"Voltage 110V
Frequency 50-60Hz
Impact energy 0-27J
Weight 10.7Kg
Power 1500W
Impact Rate 1000-2000BPM",0,1,0.0424,110.52,143.676,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3111v,"Mini Angle Grinder
115 mm","Voltage 110V
Frequency 50-60Hz
Disk diameter 115mm
Weight 2Kg
Power 850W
No load speed 12000RPM",0,10,0.0591,14.96,19.448,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3113v,"Mini Angle Grinder
115mm","Voltage 110V
Frequency 50-60Hz
Disk diameter 100/115mm
Weight 1.8Kg
Power 850W
No load speed 12000RPM",0,10,0.06,14.96,19.448,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3113BS 100mm,"Mini Angle Grinder
115mm","Voltage 110V
Frequency 50-60Hz
Disk diameter 100/115mm
Weight 1.8Kg
Power 850W
No load speed 12000RPM",0,10,0.0606,15.48,20.124,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3110NV,"Mini Angle Grinder
115 mm","110V
Power : 880 W
No Load Speed :
11000 rpm
Cutting Disk Diameter : 115 mm
Weight : 2.2 kg",0,8,0.0552,15.0,19.5,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3110NBS,"Mini Angle Grinder
115 mm","110V
Power : 880 W
No Load Speed :
11000 rpm
Cutting Disk Diameter : 115 mm
Weight : 2.2 kg",0,8,0.0574,14.97,19.461,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3161v,"Mini Angle Grinder
115 mm","Voltage 110V
Frequency 50-60Hz
Disk diameter 115mm
Weight 2.05Kg
Power 1200W
No load speed 3000-11000RPM",0,8,0.0727,22.95,29.835,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3212v,"Angle Grinder
230 mm","Voltage 110V
Frequency 50-60Hz
Disk diameter 230mm
Weight 5.4Kg
Power 2100W
No load speed 6000RPM",0,2,0.0282,37.83,49.179,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3250V,"Angle Grinder
180mm","Power : 2200 W
No Load Speed : 8500 RPM
Wheel Diameter : 180mm
Spindle Thread : M14
Weight : 4.16KG",0,4,0.0409,41.5,53.95,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3260V,"Angle Grinder
230mm","110V
Power : 2200 W
No Load Speed : 6600 RPM
Wheel Diameter : 230mm
Spindle Thread : M14
Weight : 4.33kg",0,4,0.0438,42.02,54.626,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3303v,Die Grinder,"Voltage 110V
Frequency 50-60Hz
Weight 2.13Kg
Power 840W
No load speed 7000-28000RPM",0,10,0.0492,26.68,34.684,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3403V,"Rotory Tool Kit
130 w","110V
Power : 130 w
No Load Speed : 10000-35000 rpm
Weight : 0.66 kg
BMC Case
Accessory",0,10,0.0777,14.71,19.123,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
3411V,"Marble Cutter
1500w","110V
Power : 1500 W
No Load Speed : 13000 RPM
Dia. of Cutting Blade : 115 mm
max cutting capacity: 34mm
Net. Weight : 2.5 Kg
BMC case
1Pair Carbon Brush",0,6,0.0084,23.03,29.939,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
4101v,"Electric Jigsaw 3
Cutting speed","Voltage 110V
Frequency 50-60Hz
Weight 2Kg
Power 550W
No load speed 0-3000RPM",0,8,0.0442,18.55,24.115,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
4150v,"Electric Jigsaw 4
Cutting speed","Voltage 110V
Frequency 50-60Hz
Weight 2Kg
Power 550W
No load speed 1000-3000RPM",0,6,0.0332,18.26,23.738,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
4311v,"Circular Saw
180mm","Voltage 110V
Frequency 50-60Hz
Weight 4.2Kg
Power 1500W
No load speed 4800RPM",0,4,0.0745,31.92,41.496,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
4323v,Circular Saw 235mm,"Voltage 110V
Frequency 50-60Hz
Weight 7.7Kg
Power 2500W
No load speed 4600RPM",0,2,0.0627,52.07,67.691,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
5902v,"Cut off Saw
355mm","Voltage 110V
Frequency 50-60Hz
Weight 18Kg
Power 1800W
No load speed 3900RPM",0,1,0.0806,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
5904v,"Cut off Saw
355mm","Voltage 110V
Frequency 50-60Hz
Weight 17Kg
Power 1500-1600W
No load speed 3800RPM",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
6110v,"Electric polisher
180mm","Voltage 110V
Frequency 50-60Hz
Weight 3.2Kg
Power 1200W
No load speed 600-3000RPM",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
6112v,"Electric polisher
180mm","Voltage 110V
Frequency 50-60Hz
Weight 2.85Kg
Power 1400W
No load speed 800-3000RPM",0,4,0.0515,31.41,40.833,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
6122V,"Dual Action Polisher
1200 W","Voltage 110V
Frequency 50-60Hz
Weight 2.85Kg
Power 1200W
No load speed 1600-4500RPM",0,4,0.0584,40.81,53.053,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
6200V,Drywall sander 820W,"Voltage 110V
Frequency 50-60Hz
Grinding pad diameter 215mm
Net weight 3.5Kg
No load speed 600-1900RPM
Tube diameter 38mm",0,2,0.1056,75.15,97.695,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
6403v,Electric Sander,"Voltage 110V
Frequency 50-60Hz
Pad size 93x185mm
Weight 2Kg
Power 320W
No load speed 14000RPM",0,10,0.0538,18.73,24.349,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
6406v,"Electric Orbital
Sander 125mm","Voltage 110V
Frequency 50-60Hz
Weight 2Kg
Power 320W
No load speed 0-12000RPM",0,10,0.0528,18.91,24.583,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8012v,"Cordless screwdriver
12 V","Voltage 12V
Capacity 1.5Ah
Weight 1Kg
Max.Torque 21N.m
No load speed 0-400/0-1500RPM",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8018v,"Cordless Drill Driver
18 V","Voltage 18V
Capacity 1.5Ah
Weight 1.3Kg
Max.Torque 30N.m
No load speed 0-400/0-1500RPM",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8992v,Fast Charger 2.2A,"Input 110V
Output 22V 2.2A
Weight 0.32Kg",0,30,0.04,4.74,6.162,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
9211V,"Electric Planer
710 W","110V
Power : 710 W
No Load Speed : 16500 rpm
Planing width :
82*2 mm
Planing depth : 1 mm
Rabbet width : 23 mm
Weight : 2.9 kg",0,4,0.0573,29.9,38.87,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
1206v,Electric Blower,"Voltage 110V
Frequency 50-60Hz
Weight 1.7Kg
Power 500W
No load speed 0-13000RPM",0,8,0.0715,9.3,12.09,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
1209v,Electric Blower,"Voltage 110V
Frequency 50-60Hz
Weight 0.7Kg
Power 600W
Blowing Rate 0-3.5 m3
/min
No load speed 3000-16000RPM",0,8,0.0821,12.04,15.652,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
1313v,"Electric Spray Gun
800ml","Voltage 110V
Frequency 50-60Hz
Nozzle 0.8mm
Weight 1.6Kg
Power 130W
Max Flow 320 ML/Min",0,10,0.0988,17.77,23.101,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
1340V,"HVLP Electric Spray
Gun 450W","Voltage 110V
Frequency 50-60Hz
Nozzle 2.6mm
Weight 1.75Kg
Power 450W
Max Flow 900 ML/Min",0,6,0.0763,17.5,22.75,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
1335v,"HVLP Electric Spray
Gun 700ml","Voltage 110V
Frequency 50-60Hz
Nozzle 1.8-2.6mm
Weight 1.2Kg
Power 350W
Max Flow 800 ML/Min",0,10,0.1158,19.18,24.934,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
